5	0.33333333333333337
6	0.28864468864468823
7	0.2528149190710766
8	0.223646723646723
9	0.20274656679151185
10	0.18449311882147792
11	0.17026552954696716
12	0.15749989190124256
13	0.14796537752061417
14	0.13777321000342727
15	0.13058452846588486
16	0.12402018590455188
17	0.11754364192934735
18	0.11209022862126558
19	0.10706873284005684
20	0.10272212543554121
21	0.09875100332819625
22	0.09436936744665103
23	0.0917180013689237
24	0.08763507326007278
25	0.08546518319585684
26	0.08229567203926276
27	0.07958836431058716
28	0.0771581641106836
29	0.07497483437507299
30	0.0724276036942134
31	0.0707231310197213
32	0.06825982365729859
33	0.06700067886685089
34	0.06531560952648682
35	0.0633419578255749
36	0.061789637739004616
37	0.06075637215116145
38	0.05907362514305429
39	0.05768754701172132
40	0.05655715160280095
41	0.05532623307045534
42	0.054442278458105994
43	0.053438651207990795
44	0.051733943681509596
45	0.05100126157727955
46	0.050236391148962056
47	0.04936522718185038
48	0.04859531965113135
49	0.047471681333084034
