5	0.33333333333333326
6	0.2880562060889932
7	0.2540087463556851
8	0.22432659932659882
9	0.20487225193107544
10	0.18595041322314057
11	0.1695187165775399
12	0.15935355724088085
13	0.14772727272727335
14	0.1389143412467026
15	0.13124999999999984
16	0.12678717320261434
17	0.1189186971859881
18	0.11322884416924765
19	0.10824890164081472
20	0.10385421030582347
21	0.10049377705627727
22	0.09610070997559125
23	0.09296194406235737
24	0.08967023172905515
25	0.08588764924642811
26	0.08373682511613591
27	0.08041367069144846
28	0.07787620746875036
29	0.07616024623671469
30	0.07411034933072161
31	0.0721918338239312
32	0.0700923419837603
33	0.06768256320511162
34	0.06620400138947485
35	0.06449436124976941
36	0.06300517088047856
37	0.06189501439822374
38	0.06089593419751184
39	0.05941944847605232
40	0.05767419713242664
41	0.05688439580572861
42	0.05584794730509245
43	0.054688934471380284
44	0.053444614579985804
45	0.052849630037302246
46	0.05150797624806554
47	0.05062317480183563
48	0.049865182793672344
49	0.04894625348721448
