5	0.3333333333333333
6	0.2943722943722944
7	0.25145772594752186
8	0.2292843691148774
9	0.20803782505910126
10	0.18667711598746106
11	0.17309090909090924
12	0.16235977564102544
13	0.1516808314837868
14	0.1425631981187534
15	0.1330620155038759
16	0.1262700534759357
17	0.12024109254596746
18	0.115279106858054
19	0.11108424772177815
20	0.10538548752834478
21	0.10281385281385276
22	0.09809775145385262
23	0.0946656427221171
24	0.09159999999999968
25	0.08712926249008701
26	0.08578584397224163
27	0.08271796641361848
28	0.07895059583427053
29	0.07767229745451182
30	0.07574236993591849
31	0.07312033553321427
32	0.07080470788730871
33	0.0693263570961414
34	0.0677931065474318
35	0.06586232697343837
36	0.06457227775720939
37	0.063114843228153
38	0.061993080040350444
39	0.06060571165361596
40	0.05895012846232349
41	0.057871929259508605
42	0.05617344133370938
43	0.05638791207623739
44	0.054840975704285075
45	0.053839091812765326
46	0.05259239681071312
47	0.0512746789342534
48	0.051231033888209536
49	0.04984527764594196
